tipus,szerzo,cim,vers,link
neg,Maxa Mirella,Várt üzenetek,"Túlléptél, Jézusom, csak egy hetet vártál! Most akartam írni, hogy beszéljük meg. Ennyire nem kellek? Ennyire rossz lettem? ""Beszéljünk!"" - ordított volna az üzenet. Miről beszéltünk volna? Arról, hogy eltűntél magyarázat nélkül? Arról, hogy kerülsz minden ok nélkül? Arról, hogy nem érdekellek már, de nálam meg szakad az eső miattad? Oh, görcsöl a hasam, lassan 2 napja alig eszem miattad. Veled álmodtam, de te, gondolom, meg vele aludtál. Remélem, jól vagy, és nemcsak tested melegítésére használod őt is.",https://poet.hu/vers/365983
neg,Z_Generacio,Sok száz km,"Én itt vagyok, Te pedig ott, Elmentél messzire, S egyedül maradtam reggelre. Házam, városom, udvarom, fáim, virágaim mind ellenem fordultak, Idegen vagyok már az otthonomban. Utak, erdők, városok, folyók, mind távolabb sodor, Tudatom újra megfertőzi a búskomor. Várom, mikor térsz vissza, Gyermeteg gondolat bár, hisz boldog vagy te már. Bolond voltam, nem becsültelek eléggé, Barátságod volt a napfényem, amit magaddal vittél. Nem maradt más utánad, csak a sötét, Lelkemet, mint a szilánk, úgy hasítja szét. Minden másodpercben hiányzol, Álmaimban értem kiáltok. Ajh, most egyre csak azért fohászkodom, de jó lenne újraélni a múltat, Kijavíthassak minden rosszat!",https://poet.hu/vers/394087
neg,Kapocsi Annamária,"Köszönlek, tévedés...","Hogy mennyi mindent elmondtál nekem, mint vadak a földön, úgy hagytál nyomot, eső után. Vagy poros magányban terelt tivornyák vetítették hited paplanát. Pont úgy ágyaztál meg a világnak, mint nekem. Ó, minő boldogság. Vetett magjából kikelt a Tényleg, a megélt világtól köpött a föld. S hogy elébem sodortál, ej, ennyi karcot, miként is köszönjem, nem tudom már. Megmart, mi elért, ki tudja, merre, hová vitte, mit kiharapott. Kinek is volt jó? Mire is kellett? Tudhatnám talán? Nem! No lám. Nem ám. Hát köszönlek, áldlak, padlóhoz váglak. Kísérjen téged, kit gondolok még. S hogy szabadon menj hát, nem marasztallak. Mozdulatlanság legyen már gazdag, pont neked jár. Ne várj. Ne várj!",https://poet.hu/vers/394020
neg,Pierre Orlik,Hangos néma,"Némasági fogadalmat tett, De most felvisít... Rosszat nem érzett, nem nézett, De... most felvisít. Nem fáj neki semmi, Most mégis felvisít. Nem volt mit neki enni, Ezért felvisít. Mint íjjal meglőtt vad, Ki felvisít, Hangja pont olyan, Mikor felvisít. Nem bántottam, mégis... Miattam visít, Pedig ő csupán nem is él, Most még jobban visít, Nemlétező fájdalmában Egyre visít... A hang hirtelen abbamarad, Már nem visít. Leveszem kezem a korlátról: Nem visít A hideg acéllény...",https://poet.hu/vers/394010
neg,Kustra Ferenc József,Nem voltam én csak hajtó...,"Nem voltam én, mindig csak hátsó sori hajtó... Így aztán nálam üres maradt a szakajtó. Ott a vadászok mindig csak nagyvadra lőttek, Vadpörköltök az üstben mindig nekik főttek. Nem voltam kapzsi, Sem rámenős sohasem. Mindig sor végén álltam... Távol állt tőlem: Mohóság, haszonlesés. Bankszámlám üres maradt... * Vadásznak ropog a puskája, de szegény vad fegyver nélkül jött a világra. Nézem csak távolról a hajtást, a sok menekülő lényt, s nem gondolok másra: Vadásznak ropog a puskája, de szegény vad fegyver nélkül jött a világra. * Mindig ilyen peches voltam, soha nem tellett puskára... Nem lehettem vadász, így nem akadhattam ""vas"" nyomára. Pedig a sok nagyvadat én is láttam elégszer, Így tülekedtem, hogy lehessek hajtó még egyszer. Luxust, jólétet Csak távolból nézhetem. Balszerencse vagy pech ez? Szerencsém nem volt, Ám pech volt útitársam. Jóból nem sokat kaptam. * Mire vágyik az állat az erdőben, elgondolni is nehéz, kérdezd tőle... Talán eljön egyszer a nyugalom a Földre, s emberhálát ér az ő bőre. Mire vágyik az állat az erdőben, elgondolni is nehéz, kérdezd tőle... * A nagyvadak azóta sem haltak ki, Most is van még... lesz nagy vadász valaki... Megöregedtem, engem már hajtónak sehol sem vesznek be, Odafönt is az lesz, hogy belépek a hajtói... seregbe. Így idősen már Változni nem fog semmi. Fenn sem fog másképp lenni. Más már nem leszek, Földön s fenn az égben sem, Örök sorzáró leszek... * Egyszer meghalok, tudom, fentről figyelem a vadak sorsát, a vadászokat, Az örök vadászmezőkön kergetek majd nyugodalmas, szépséges álmokat... Egyszer meghalok, tudom, fentről figyelem a vadak sorsát, a vadászokat.",https://poet.hu/vers/393979
neg,Petri Agnes,Belátás,"A nosztalgia emlékké kövesedik, A fájdalom törtenetté hegesedik, A harag hallgatásba fordul, Az érzelmek amplitúdója csillapul. Nem tépődnek fel sebek, Az ember csupán elmereng, miért akarta megértetni szeretteivel az érthetetlent; elfogadni az élhetetlent miért kellett annyi év és idő? Miért magyarázkodtam, hisz szavak nélkül is érthető, Hogy már nem számít, elfeledted, mikor magunkra hagytak a felnőttek, egymásra vigyáztunk, árva az árvára, kétségbeesve, tehetetlenségbe zárva. Még sincs szavad. A múlt érdemtelen, vagy én lettem neked érdektelen, a magad útján járva gödörbe hánytad igazgyöngyeinket, közös emlékeinket. Temeted az eltemethetetlent, élő fajdalmainkra hordod rá a földet, ha nem szólsz, én is hallgatok, bennem dereng még kislány-arcod.",https://poet.hu/vers/393953
neg,Huber Alexandra,Nem ő vagyok,"Hiába mondom: nem vagyok ő, nem múlt vagyok, nem hazug nő. Én itt vagyok, te meg se látsz, mert benned még egy emlék ráz. Melletted fekszem, hallgatok, de benned más név ragyog. Hiába mondtam ezerszer, a szíved hozzá visszaver. Álmokba bújsz, ő jár feléd, és én csak nézlek némaságban rég. Én mentettelek, mikor fájt, most mégis ő az, aki benned szállt. De elég volt, már látni kell, hogy nem maradok emlék helyett. Én nem leszek egy másik árny, aki melletted lassan kihal már. Ha szeretsz, hát nézz végre rám, ne múltban élj, ne menj tovább! Mert én nem várok örökké, ha közben tört szúrsz belém. Több vagyok annál, mint aki tűr, aki a csendben nap mint nap lecsügg. Ha nem vagy itt, hát menj te is, de engem ne húzz le oda, ki nincs.",https://poet.hu/vers/393923
neg,Telda Flóra,Csendben?,"Csendben? Rendben! Maradjunk csak így, Nem is akarom érteni, miért, Nem akarok felejteni, Nem akarok nem emlékezni, Voltál, egyszer csak nem lettél, Hittél, egyszer csak elvesztél, Dobozok hevernek mindenütt, Üres falak, polcok, Mintha látnám a volt képek Árnyékát fent a falon, Mintha bejöhetnél az ajtón, Nem akarlak elfelejteni, Várom, hogy egyszer majd itt leszel, Hogy újra meséled, mi hogy történt rég, Nem akarlak elfelejteni, Emlékeim halványulnak, Szemed színe milyen volt? Ragyogó, nem vitás, De ki is mondana mást, Talán ha nem beszélünk róla, Akkor majd jobb lesz? Akkor majd elhisszük, hogy még itt van? Hallgattok, régen még voltak mesék, Rég kiszínezett családi történetek, Most már csak csend, Nem akarlak elfelejteni...",https://poet.hu/vers/393890
neg,MikRobi,Törött lélek,"Összetört egy lélek, lent fekszik, ott mélyen. Nem hiányzik senkinek, nem szolgál már semminek. Kidobták őt, mint egy rongyot, mint kutyáknak a rossz csontot. Szétvagdosták karddal, késsel, szétvagdosták, mert már nem kell. Eldobták, mert jól elfogyott, túlhasználták, és elkopott. Kifacsarták az erejét, megszüntették a szerepét. Ő már többé nem létezik, ha hibázik, nem vétkezik. Minden, ami volt, már nincsen, pedig ő volt az én kincsem. Szegény lettem, nem találom, várnom kell hát a halálom. Hosszú lesz az lélek nélkül, egyszer úgyis eljön végül.",https://poet.hu/vers/393866
neg,Szûcs Gergő Senkihangja,Belső gödör,"Hirtelen jött öröm köszönt, Kötött kölyök dörgött s köpött, Ökör-körök, lökött rögök, Vörös küszöbön pörgő dögök. Szökött közöny söpör s pöröl, Ördög döngölt börtön-gödör, Különös sömör, büdös csömör, Görcsös jövőt nyögő gyönyör. Zörgő, hörgő, döntött vödör, Közös ügytől törött tükör, Könnyet törölt tömör ököl, Közös közegbe döfött tőr.",https://poet.hu/vers/393834
neg,Biró Ferenc Fredok,A szerelem halála,"Fölém hajolt a szomorúság árnya, akár a fűzfa minden gyenge ága, borús szívemet jégbörtönbe zárta. Szerelmed hiánya messze üldözött. Rideg, fagyos, Ezüsthold háta mögött lebegek két szomorú csillag között. Szemeim előtt a látvány dermesztő: Fehér ködfátyollal takart temető sírboltjánál egy gyászoló szerető.",https://poet.hu/vers/393813
neg,Polla,Mikor van szükség rám?,"Én melletted állok, Te valóban itt vagy? Az életem érted adom, Te mégis itt hagysz. Szükséged van rám? Engem ez éltet... Mindenem feladnám, Másért nem, csak érted. Mikor leszek értékelve? Mikor látsz meg engem? Kezem teszem a szívemre, Elég volt belőlem?",https://poet.hu/vers/393810
neg,Benkõ Csilla,Befelé,"Két lélegzet közt a forró beton képe. Ott mélyen volt kijárat, De rossz helyen a korlát. Talán elvitték volna a madarak, Mint lelket, ha rebbenti szárnyát. A Nap mögé elbújni. Aztán a ráncolt arcú bánat Úgy járt utána, mint árnyék. Két lépés között az ajtók kattanása. Levegőtlen, rémült rohanás. Kijárat nincs. Hát befelé, csak befelé... Poshadt vizű emlékek közt Elbújt egy hiány, Eltűnt egy lyuk. Egy kút kiáltott, visszhangja néma. Nincs itt semmi, mondták. Mégis... Valaki van, valami van. Van. Van. Van kijárat. Mélyen. Csak befelé.",https://poet.hu/vers/393807
neg,SzilágyiZoltán,Hiány árnyékában,"Az éj sötétje lassan rám borul, A múlt zenéje bennem elcsitul. Csak emlékednek halk, fakó szava Kísér az úton, hol nincs már haza. Hiányod bennem égető sebhely, Mint tépett ág az őszi szél kezén. A csendben hallom minden halk zaját, De nem találom hozzám szóló szád. A holdvilágnak árnya rám hajol, Az idő fut, de minden fájdalom Újabb lánccá lesz, melyre fűz a kín, S a tegnap íze mar, akár a kín. Az arcod éget, bár már messze jár, Mint halvány csillag, mely az éjre vár. Ha lehunyom szemem, még látlak én, De könnyem hull a múlt kövén, kemény. S ha egyszer eljön végső alkonyom, Talán majd ott leszel a partokon, Hol nincs hiány, csak fény és otthonok - Addig az emlék szívemben dobog. A nap ma fázik, nincsen sugaram, Csak árnyék ül a néma utamon. Az üres percek kongnak, mint harang, S a csendbe fúl az elhalt hangzavar. Már nem remélek, csak emlékezem, A múlt szilánkja vágja szívemet. Kérdeznék tőled, de nincs felelet, Csak csillag írja rám a fényeket. Az álmok őrzik halvány arcodat, A hajnal hozza újra gondomat. Hiányod szúr, mint téli dér a fán, És minden út a semmibe talál. Az idő foglya lettem én veled, A percek húznak, mint a lánc neked. De nem engedlek, míg dobog szívem, Az emlékedből épül mindenem. Ha hallgatok, még hallom hangodat, Ha sírok, érzem minden könnyszavad. A szélben néha érint kezed árnya, De tovatűnik, mint víz a pohárba. Majd egyszer, messze, hol az ég kékebb, Megint találunk, mint a fény képe. Ott nem lesz könny, se árnyék, semmi kín - Csak fény leszel, s én benned örökkén.",https://poet.hu/vers/393713
neg,Huber Alexandra,A múltból jöttél vissza még,"Hiányzol, bár már messze vagy, időnként szívem beleszakad. Azt hittem, elfelejtettelek, de nem, még mindig fájsz a lelkemben csendesen. A nyár, a szó, a régi kép, egy mosolyod bennem még szép. Azt hittem, túl vagyok rajtad rég, de minden emlék visszalép. Nevettünk, sírtunk, volt remény, most csak az űr jön szüntelen énfelém. Hiányzol, s bár nem mondom ki, a szívem nem tud nyugodni. A múlt nem múlik - bennem ég, nem csitul bennem az emlék. Azt hittem, elfelejtettelek, de nem, örökre ott vagy a szívem rejtekén, mélyen, benn.",https://poet.hu/vers/393692
neg,Józsa Bence,Elvesztettem,"Elvesztettem a fonalat, igen, Azt a vékony, szinte láthatatlan szálat, ami összeköt minket minden élőlénnyel, minden gondolattal, minden reménnyel. Elvesztettem a fonalat a betondzsungelben, ahol a szívből jövő nevetés ritkább, mint a mosoly a reklámok bódult szerepelőinek arcán. Ahol a szemünk üres, a fülünkben a zaj, a torkunkban a kimondatlan szavak. Elvesztettem ott, ahol a tökéletesség illúziója áraszt el. Ahol a lájkok számolják az értékünket, ahol a valóság elmosódik minden egyéb mögött, mert ki vagy Te, ha nem posztolod!? Mert ki vagy Te, ha nem követnek!? Mert ki vagy Te, ha nem vagy elég!? Elvesztettem a fonalat a munkahelyen, ahol a cél nem az alkotás, hanem a profit! Ahol a lélek eladva, a kreativitás elfojtva, a boldogság egy távoli álom, mert a rendszer nem akar ilyen embereket, csak engedelmes robotokat. Viszont... Van egy aprócska remény, egy kis szikra a sötétségben, egy érzés, hogy talán mégis meg lehet találni azt a fonalat, nem a régi megszokottat, hanem egy újat, erősebbet, színesebbet. Ami nem a társadalom elvárásaihoz köt, hanem a saját szívünkhöz. Egy olyat, ami nem a külső csillogásra épül, hanem a belső értékekre. Egy olyat, ami nem a fogyasztásra ösztönöz, hanem a teremtésre! És talán... Ha elég sokan keressük, ha elég sokan merünk másként gondolkodni, ha elég sokan merünk élni, akkor újra megtaláljuk, és megismerjük az élet mikéntjeit, nem a tankönyvekből, nem a hírekből, hanem a saját bőrünkön, és talán akkor végre úgy igazán szabadok leszünk...",https://poet.hu/vers/393680
neg,Steffel Csaba,200,"Tudtam, neked száz, és talán nekem is... Tudtam, neked száz... és hinnem kellett, hogy nekem is. Ez van, hazudtam magamnak, mégsem dőlt rám a ház. Ebben élek azóta, s morzsolgatom magamban, száz és száz... Volt, amikor bénán hittem, ha kimondom: Száz, akkor százszor szép lesz ez a bujkáló álom, vagy legalább szebb, mint ez az átkozott mámor. Most meg virágos rétet álmodok, szépet... félek. Argosz vigyázott rám száz szemével, mikor árkádok száz kövén vonszoltam pihe lépted után magam, s magammal tétova döcögő énemet. És még mindig itt vagy, vagy ott, százfelé nézhetek, gyakran felszáll sóhajom, vagy inkább csak egy fojtó lélegzet. Néha megvillan egy apró napsugár, rám ragyog, tudom, éreznem kellene, hogy még vagyok, vagy ok nélkül vagy nekem még mindig eszemben... ...s eszem szívemben.",https://poet.hu/vers/394026
neg,Pierre Orlik,Hangos néma,"Némasági fogadalmat tett, De most felvisít... Rosszat nem érzett, nem nézett, De... most felvisít. Nem fáj neki semmi, Most mégis felvisít. Nem volt mit neki enni, Ezért felvisít. Mint íjjal meglőtt vad, Ki felvisít, Hangja pont olyan, Mikor felvisít. Nem bántottam, mégis... Miattam visít, Pedig ő csupán nem is él, Most még jobban visít, Nemlétező fájdalmában Egyre visít... A hang hirtelen abbamarad, Már nem visít. Leveszem kezem a korlátról: Nem visít A hideg acéllény...",https://poet.hu/vers/394010
neg,Beliczay Bese,Holnap jobb lesz,"A vajfényű Hold nyugtatja fáradt szemem. Egy-egy apró kis zörej, mi megtöri a csendes ütemben ringó füstöt felettem. Bennem a kétség szúró hálóját szövi, érzem, belülről feszít a kényszer, hogy tegyek valamit, mi kirángat ebből. Nem tudom ismételni magamban elégszer. ""Holnap jobb lesz, minden csak ideiglenes!"" A szél hozza a lágyan morgó utca felől az üzenetet, mi elűzi a vibráló kételyt: ""Holnap jobb lesz, ebben kell hinned!"" Tüdőmben árad szét a város szaga, ahogy a fáradt csillagokra nézek. Vacog bennem egy szorongó lélek, félve kúszik a stressz súlya alatt. Rémült idegszálaim visítva rohannak, érzik, ahogy gondolataim tüzes sugarai veszett vadállatként beléjük marnak. Elmém ködösen zúg, s tompa darabjai lassan összefolyva, péppé dermedve a tétlenség tengerében rekedve úszkálnak a megvilágosodás felé. ""Holnap jobb lesz, ezt reméld!""",https://poet.hu/vers/393857
neg,Maglódi Krisztina,Tükör,"Adom magam, mint túlélők kenyere, sóval szórt, napok szélére tett darab. Nem kérdezel - s én nem is várom el, hisz ha kellhet, tán akkor vagyok szabad. Mosolyom mögött ház ég, de nincs füst, csak árnyak lakják megfakult szobám. Nem tudom, hol végződöm, hol kezdődsz, csak érzem: érték vagyok, ha kívánsz. Nem vágyból születtem, inkább hiányból, karok közt ébredő, eldobott hit. És minden este csendbe kapaszkodva remélem, holnap valaki más leszek itt. De reggel újra saját bőröm öltöm, mint koldus, rongyát szégyennel tele. És ha adom - hát tessék, vigyetek - mert nélküle én már nem vagyok vele.",https://poet.hu/vers/393853
neg,Gránicz Éva,Fékezett Szerelem,"Hogy lehet úgy szeretni téged, Hogy szívemre naponta féket Teszek, mikor indulna érted, De visszahúz a józan véglet? Hogy lehet így élni, kérlek, Mikor minden érzés éget, Belül tombol, de nem beszélhet, Csendben perzsel, mint rejtett vétek? Ha mennék, lánc a lábamon, Álmod felé vágyam robog, De nem léphetek szabadon, Marad a semmibe... gyalog. Szívemen pecsét, zár ajkamon, Mennyire fáj, nem ordíthatom. Minden rezdülés hozzád szalad, De visszafordul, mert nem szabad. A mi szerelmünk nem láthat napfényt, Nincs benne reggel, csak késő esték, Ahol a vágy egy sötét festék, És titkon írtam vele e versikét.",https://poet.hu/vers/393844
neg,Wolsky Bálint,Az emberek bûne,"Miért ilyenek? Mondd, miért?! Miért érzem, csak bennem él az empátia, a részvét, a hit - míg más csak néz és ítél, megít? Miért fontos mindig önmaguk? Miért hazudják, hogy jót akarnak, ha a háttérben csak ők számítanak, s ha bántanak - ""az érzéseik"" a pajzs? Miért van az, hogy ha én sírok, az gyengeség? Ha ők - jog és fájdalom. Miért az a világ igazsága, hogy az önzőt védi a tapintat fala? Undorító ez az emberiség. És igen, tisztelet a kevés kivételnek - talán én is közéjük tartozom még, mert ártani nem tudok bűntudat nélkül. De más? Más úgy üt, mint aki élvezi, és nevet, miközben te belül haldokolva nézed. A toxikus szavak lassan fojtanak - már csak kapkodom a levegőt, halkan sírok. Ordítani sincs már erőm, az életem tompa, fakó és közönyös. Nem akarok már beszélni, könyörögni, magyarázni vagy bocsánatot adni. Mások önzősége nem az én gondom többé, nem vagyok köteles tovább nyelni a könnyet. Talán tényleg ez lett nekem írva - egy élet, mit a sors hamar be akar zárni. De még itt vagyok. És írok. És érzem. Mert ha már más nem is, legalább ez még valódi bennem.",https://poet.hu/vers/393774
neg,Békássy Balázs,A farkas sikoltása,"Villámol az ég a cikázásában (már csak ezt látni a képzeletben). A csuha magáért beszél, s nincs levegő, csak patakban csordogáló vér. Egy fentebb célért befeküdni a koporsóba, három pap az, s mindnek jut fekhely. Az előcsarnok után ez a végállomás küzdőtere. A lélek később felébred, az elme nem biztos. Nincsen megváltás, de a vonyításnak e szabadtéri temető hirdet új napot. Nincsen halál, de új létezés igen. Elfeledni a test halandóságát, mert az ember gondolatai vörös folyamban úsznak. Utolsó pár mondatra Harkonnen nagyúr érkezik, s vér gyűl össze az ágy aljában az Ő tiszteletére. Megadod az eljövendőnek az áldozatot? A farkasok akkor üvöltésre készüljenek. Lemondasz az élet számodra eddigi létezéséről? Akkor ébreszt báró a lányokért (hogy e három pap évtizedekre befalazva). (Kellemes mély alvást, uraim! Én átveszem a hatalmat.) A nők szoknya helyett feszülősben hadrendbe sorakoznak a fegyvereikkel (azt e kettő nem látja meg. A harmadik meg órákon belül megfullad? Nem, talán nem, s még az eljövendő hasznára is lehet emígyen). Az új világért adja át mindegyik magát a halálnak, még ha ez nem is az teljesen. A nevük évtizedek múlva isten és nem írnok (amint kiássák őket a föld alól).",https://poet.hu/vers/393672
neg,Horváth Gabriella Mária,Harcmezőn a katona,"Vörösesfekete földre lép a csizma, fű nem nő ott, csak vér és ima. Szeme nem lát már semmi szépet, csak árnyakat - elbukott katonaképet. Kezében puska, vállán tátongó seb, nem kérdi, miért övék e szerep. Lelkében csend - az ordítás után mint hó, mi hull egy sírgödörre tán. Nem hősnek indult - csak ember volt, kit a háború egy más világba tolt. Most hallgat - mint ki tudja már: a győzelem mindig fájdalomra vár. Katona léptére reszket lent a föld, a múlt egy hangtalan könnybe költ. És mégis áll - mert nincs, ki más, a harcos szíve: már néma kiáltás! Léptei súlyát nyomja az éj, vér ízét hozza a hajnali szél. Hamu porában fű sem terem, emlék ég benne s a néma jelen. Sisakja alól közel a múltba tekint, szeme a semmibe villan, még int. Nem kérdi senki, mit őriz a mell, csak ordít a csata, s a csend felel. Fegyvere karjában, de szíve sírt, ver benne egy dallam: ""ne menj, ne megint..."" Ronggyá lett álma sorsba vetett, hazáját hordja testén - mint sebeket. Nem hős akar lenni, csak túlélő, egy csendes hang, ki volt valaha ő. De robban a föld, s ő újra megy, a könny csak belül - kívül már heg. Harcol tovább - bár rég elfogyott, s ha elesett is: csak lelke suttogott. Ott, hol fény van, s nem dörög az ég, ahol a katona új álmot békével regél. Nyögésbe torkoll lövések zaja, szétsakadt testeken gázol a haza. Térde már remeg, szíve feszül, csak míg a világ el nem dől belül. Egy név a szélben, mit hordoz a por, egy arc, amit őrzött - vére nem forr. Csak megy, mint ki régóta halni tanul, s a harcmezőn már csend ül az alkun.",https://poet.hu/vers/393502
neg,Gál Sándor,Irgalom!,"Én Uram! Én Istenem! Irgalmazz árva, bűnös lelkemnek! Tudom, a legnagyobb bűn a gyávaság, Az életben nem jár érte megbocsájtás... De azt is tudom, Krisztusom, Az én Golgotám a tied is, ezt titkolni nem bírom... És ami még jobban fáj: erdélyi, Magyar fajtám üldöztetése, kisemmizése! Mikor vetsz már véget, Uram, Ennek a sok kínszenvedésnek?! Iskoláinkat, egyetemeinket idegenek Bitorolják, hol nagynevű orvos- professzorok tanítottak magyarul, Ma van idegennyelvű szak angolul... Pöffeszkednek, lopnak, csalnak, Tönkreteszik Erdélyt, s mindezért Az Uniótól dicséretet kapnak... Uram, én elismerem, te szenvedtél E világon a legtöbbet, s ártatlanul! De látod, Uram, az erdélyi magyarok is Áldozatok, még ha nem is ártatlanok...",https://poet.hu/vers/393418
neg,Kovács László (Lackov),Insomnia,"Hajnali kettőkor még a falat kaparom, mert nem hagy nyugodni a bűntudattalanom.",https://poet.hu/vers/393309
neg,Jurancsik Eszter,Fekete epe,"Fekete epe fortyog mély üregekben, savas könny csorog vak repedésekben. Marcangol a nyelv, fullánk szúr a szóban, mérgezett gondolat csúszik setét torokban. De mindez csak önnön húsunkat tépi szét, csontunk rágja bosszú, felfalja e lét. Ám ha a gyűlölet porát végre kifújja a szél, megmarad tisztán az, ki szeret és remél.",https://poet.hu/vers/393307
neg,Maglódi Krisztina,Mindent és semmit,"Nem akarok semmit érezni már, elég volt a szívemből, a zajból, a lázból, ne rezdüljön meg bennem semmi, ne fájjon, ne vágyjon, ne emlékezzen. Csak ülnék némán, mint víz alatt a kő, ahol nem hallatszik be senki hangja, ahol nincsenek kérdések, csak csend, és az is süket. De valami bennem ordítva él, egyszerre lobban harag és szerelem, a múlt marcangol, a jövő vakít, és a most: mintha szétfeszítene belülről. Érzéketlenségre vágyom, mint menedékre, mégis mindent érzek egyszerre: minden színt, hangot, árnyalatot, és minden túl hangos, túl sok, túl... igaz. A lelkem túlcsordul, mégis üres, mint egy pohár, amit tengerrel töltenek. És én csak nézem — kívülről — magam, ahogy megpróbálok nem érezni... mégis: épp ettől érzem a legtöbbet.",https://poet.hu/vers/393145
neg,Ibolya Lakatosné Bungó,Virágot hoztam,"E szép, tavaszi, friss reggelen Kertem virágait ápolom, ""Szoktatom szívemet a csendhez"", Szerelmesen, hevesen dobog! Mosolyogsz rám üde fényedben, Szemedben öröm, harmat könnye, Szívszorító tekintetemmel Kérdezlek, szépség, velem jössz-e? Életed durva kínzásában Ollóm csattog, szárad elmetszem, Szabadságod váza rabsága, Örül most kínzó szerelmesem! Boldogságban méltón elhervadsz, Illatod lassú fogyásában Élénksárga színed is elhagy, Élet tűnik az elmúlásban!",https://poet.hu/vers/393082
neg,Cserhalmi Tamás Immánuel,Lucifer fordulása,"Sötét Úr voltam egykoron, tudod, Lélek nélküli árny, rossz, bitang lény. Vámpírok világába száműzve, Hol addig sosem gyulladt fel a fény. Kőszívem csak gyűlöletet ismert, Feketében ott osztottam az észt, Gonoszság volt a norma akkoron, Nyálas dolgokban én nem vettem részt. Mert ezt gondoltam mindenről, mi szép, Undorító, hogy jóságtól csöpög, Gusztustalan, hogy felfelé nyalnak, Ki lopva nevet, vajon min röhög? De megérintett a váltás szele, Meghaladtam komor mivoltomat, Felsírtam kínomban Istenhez én, Miért ítél, sőt miért oltogat? Később lett csak világos az nekem, Hogy a hibás én vagyok, nem kicsit, Hogy miattam ver engemet nagyon, Kedvel Ő, ezért sorban rám pirít. És az Isten a hátát mutatta, Mert én is háttal voltam Őneki, Tükröm volt énnekem Ő akkoron, Utam állták a kapuk őrei. Az ego világába zuhanva visszhangzott fel imám a mennyekig, Ott legyek, ha a világ kifordul, Kértem Őt elmenve a könnyekig. Legyek én az a tengely, akin akkor a világ végre tényleg jóra vált, Hozzam el a szép fényt mindenkinek, Isten áldása ott szívemre szállt. Már fényes Úrrá váltam azóta, Szívem hús lett, és nem kőszív végre, Megmentett így engem a kabbala, hajlamossá tett jóra és szépre.",https://poet.hu/vers/392856
neg,Lorence,Szárnyak nélkül,"Egyszer angyal voltam, Szárnyam törött csillagfényben, Most porban fekszem csendben, Tört lélek, holt reményben. Halántékomon táncot jár megannyi lüktetés, bordám között is serceg halomnyi rozsdás kés. Véremben áramlik a düh, elönti testem minden szegletét, mosolyomban bizsergő félelem megannyi reszketés. Közhelyekbe burkolt vallomás, várok újra itt, a végtelenben, sose tudtam én igazán, hogy csináljak káoszomban rendet. Ürességben csapdos a fájdalom, lepketáncot jár épp ez bennem, hideg kövön roskadva, ordítva azt, fáradt már a lelkem. Minden létem már csak kosz a köröm alatt, már nem keresem azt, aki voltam, önmagammal szemben bukott angyalként fekszem holtan. Bukott angyalként fekszem holtan, szárnyam törött, de lelkem él, a csendben szól még halk dalom, fényt ígér ott, hol sötét rég.",https://poet.hu/vers/392831
neg,Szijártó Petra,Kérdések,"Kérdeztem én, mikor más csak hallgatott, Miért sír az ég, ha senki sem zokog? Miért nő a fű, ha senki nem figyel? És miért van szív, ha néha nem szeret? Senki sem tudja, amit tudnia kell, Választ nem adnak a jóra. Vádak az igaz szóra, mi mindig Kimondatlan marad. Nem ismerik magukat, Közben másról mondott hangot alkotnak. Álmok közé zártak, hol nem lehet szó, Csendre int az ész, ha a szív kiabáló. Nem baj, ha más nem látja az eget - Aki kérdezni mer, már messzebb mehet. Hallgatnak mind, de nem a bölcsek csendje ez, csak hang nélküli zaj, mit a lélek nem feled. Okosnak hiszik, ki túl hamar felejt, de én emlékszem: kérdés voltam, nem felelet. Többé ne is kérdezzetek, Hisz én mindent figyelek. Néha terhes, néha kevés, Érzem is a mélabús, Szomorú szavak mellett A küzdés erejét. Tudni fájdalom, de nem tudni átok, A csend mögött rejlik minden igaz válasz. Én nem felejtek - s ha néha hallgatok, Az nem gyávaság, csak épp túl sok a zaj. Vádalkut kötöttem veletek, A csend marad csak veletek. Bölcsek tanulnak, buták felelnek. Hova visz a végzet? Elmondom: Egyhelyre.",https://poet.hu/vers/392768
neg,Bátor Sándor,Lenn a pokolban,"Valahol, a távoli jövőben, vagy talán már nem is olyan messze Furcsa világ, furcsa emberekkel, egyesíti mind egyetlen eszme. Minden mást eltiport a hatalom, már csak egy igazság maradt meg itt, Eltűnt mindenki, ki mert gondolni, mindenki, ki más elveket elhitt. A nép feladta egyetlen kincsét: a szép természet szent szabadságát, Vele együtt pedig minden mást is, feladta az ő szent méltóságát. A sok tudás, boldogság, bátorság, udvariasság és nagylelkűség Mind elveszett, és nem maradt már más, csak a gonoszok iránti hűség. A régmúlt, csodás világ elveszett, a jövő meg bűzlik halálszagtól, Bölcs tudósok és hős felfedezők eltűntek az emberi tudatból. Csak a vak bábok maradtak hátra minden nap ugyanazt ismételve: Dolgozz reggeltől estig egész nap - ez ennek a világnak az elve. Sok év elnyomás után mindenki, mindenki már feladta a reményt, Hogy valamikor is visszaszerzi az elvett szabadságot és erényt. Ez a világ átkozott és gonosz, az emberiség vége már közel, Az embernek élete egyenlő a lábbal taposott örök földdel.",https://poet.hu/vers/392739
